Product Category,Current Stock,Previous Month Sales,Average Weekly Sales,Current Selling Price,Competitor Price,Customer Rating,Festival Season,Predicted Demand
Sports & Outdoors,68,141,36.86,61.92,62.95,3.1,No,192
Beauty & Personal Care,411,351,88.26,36.68,39.04,4.2,No,411
Fashion,421,462,116.86,109.31,105.81,4.4,No,505
Grocery,45,330,84.38,4.9,4.86,4.0,No,360
Beauty & Personal Care,200,259,67.75,50.42,45.51,3.3,No,301
Home & Kitchen,547,320,80.62,70.77,75.89,4.2,No,379
Home & Kitchen,53,141,31.9,117.79,111.45,5.0,No,186
Grocery,593,393,97.99,13.43,13.01,3.5,No,433
Grocery,440,459,114.72,13.96,12.93,4.3,Yes,540
Electronics,531,415,102.41,615.42,599.3,4.2,Yes,528
Grocery,596,426,105.58,2.14,2.23,4.9,No,483
Fashion,224,182,47.88,67.28,63.09,4.4,No,232
Grocery,496,80,24.55,11.84,11.59,2.9,No,127
Beauty & Personal Care,168,362,90.67,12.3,12.86,4.8,No,407
Fashion,323,391,99.61,53.02,51.41,4.1,No,435
Electronics,374,467,114.08,228.41,212.52,3.6,Yes,577
Home & Kitchen,323,238,58.62,39.55,40.25,3.7,Yes,374
Electronics,418,22,1.0,748.04,704.45,4.2,Yes,104
Grocery,69,405,100.54,16.34,15.97,3.0,No,410
Fashion,410,375,92.53,31.12,29.94,2.8,No,398
Home & Kitchen,321,195,50.93,140.21,137.78,4.1,No,250
Beauty & Personal Care,299,317,77.6,62.81,66.23,4.8,Yes,457
Grocery,123,243,57.99,6.04,6.64,4.0,Yes,372
Fashion,273,25,5.66,95.59,86.24,3.8,No,86
Home & Kitchen,477,49,11.88,127.03,136.96,4.3,No,104
Fashion,566,425,105.01,112.58,123.16,3.7,No,474
Home & Kitchen,348,340,83.04,116.84,106.9,4.3,No,391
Sports & Outdoors,279,173,42.38,210.81,227.82,5.0,No,250
Sports & Outdoors,198,211,52.13,126.27,138.84,3.6,No,259
Home & Kitchen,296,315,74.42,136.06,136.23,4.5,No,352
Grocery,528,337,84.12,19.03,17.78,3.8,No,364
Home & Kitchen,137,214,52.25,96.83,102.65,4.0,No,243
Home & Kitchen,31,104,29.25,88.96,81.85,4.8,No,146
Beauty & Personal Care,28,237,56.21,27.86,30.54,3.6,No,289
Beauty & Personal Care,399,48,17.88,76.51,70.58,3.8,No,101
Grocery,396,264,60.33,7.2,7.25,3.5,No,324
Home & Kitchen,474,491,126.93,129.55,128.94,2.7,Yes,597
Beauty & Personal Care,5,52,9.58,28.89,27.92,3.2,Yes,154
Electronics,552,126,31.52,629.06,617.76,3.3,No,163
Sports & Outdoors,18,428,105.44,62.87,64.71,3.1,No,470
Grocery,539,356,92.37,24.48,24.12,2.8,No,393
Beauty & Personal Care,296,292,76.51,44.85,43.85,4.1,No,345
Beauty & Personal Care,557,21,1.0,43.54,42.99,4.1,No,68
Home & Kitchen,295,117,27.24,104.72,104.05,1.9,No,137
Beauty & Personal Care,164,325,88.9,26.08,24.32,3.6,No,388
Home & Kitchen,454,112,28.29,180.74,188.3,4.0,No,172
Sports & Outdoors,281,110,32.56,131.04,126.09,5.0,No,158
Electronics,267,35,6.15,460.58,446.84,2.7,Yes,133
Fashion,591,357,88.13,129.79,123.08,4.2,No,416
Electronics,85,471,113.22,802.18,766.14,3.9,No,491
Home & Kitchen,470,22,6.23,31.99,32.06,4.5,No,100
Grocery,66,339,86.03,6.27,6.72,4.2,Yes,459
Electronics,233,185,47.25,521.95,557.15,2.8,No,218
Beauty & Personal Care,266,443,110.63,29.06,29.3,4.6,No,488
Sports & Outdoors,57,262,68.4,174.9,170.98,3.9,No,313
Sports & Outdoors,451,337,80.18,78.71,79.4,3.9,No,365
Grocery,242,337,88.64,21.69,22.56,4.2,Yes,460
Beauty & Personal Care,188,192,49.39,49.98,45.53,3.6,No,227
Home & Kitchen,567,184,46.74,87.85,94.93,3.2,No,218
Beauty & Personal Care,10,281,74.32,55.08,56.41,3.6,No,331
Grocery,534,31,7.37,23.82,24.84,5.0,Yes,180
Grocery,424,477,119.26,20.9,20.12,4.2,Yes,590
Fashion,325,147,36.08,82.98,79.19,3.8,No,172
Beauty & Personal Care,567,26,4.41,70.66,74.68,3.2,No,71
Electronics,5,219,51.33,1065.02,1150.68,3.4,No,285
Fashion,223,481,119.81,69.67,70.94,3.7,No,532
Beauty & Personal Care,430,413,105.77,72.85,75.53,3.5,Yes,505
Sports & Outdoors,409,385,97.92,93.87,88.43,3.7,No,416
Home & Kitchen,229,80,21.88,124.74,127.38,3.9,Yes,209
Beauty & Personal Care,152,390,105.15,78.95,73.92,3.5,Yes,507
Beauty & Personal Care,246,280,70.64,27.67,28.36,3.6,No,328
Beauty & Personal Care,30,233,61.37,38.35,41.63,3.4,No,273
Home & Kitchen,128,496,126.21,90.91,96.18,3.7,No,551
Electronics,262,65,18.03,1039.14,947.25,3.9,Yes,158
Home & Kitchen,239,59,18.67,101.6,106.45,3.0,No,121
Electronics,38,408,104.02,844.6,826.38,4.0,No,450
Electronics,194,369,92.66,1154.88,1238.92,4.1,No,446
Fashion,279,183,45.75,46.51,48.05,2.6,No,217
Electronics,69,400,97.18,786.71,787.23,4.4,Yes,529
Sports & Outdoors,11,175,46.75,214.59,206.03,4.3,No,226
Beauty & Personal Care,547,213,54.47,38.63,40.52,4.9,No,270
Grocery,404,30,9.28,19.02,20.06,3.8,No,94
Beauty & Personal Care,265,207,52.19,55.59,59.83,3.2,Yes,311
Beauty & Personal Care,545,329,80.3,28.59,29.16,3.7,No,346
Beauty & Personal Care,10,357,92.2,75.97,82.77,2.5,Yes,460
Fashion,326,79,18.63,142.76,153.16,3.8,No,161
Fashion,396,140,36.25,126.32,138.62,4.9,No,234
Sports & Outdoors,344,130,32.48,153.17,147.99,3.3,No,170
Electronics,588,317,78.52,737.38,741.55,4.5,No,358
Electronics,91,408,105.28,500.19,498.97,3.9,No,466
Beauty & Personal Care,238,258,67.37,13.95,14.33,4.2,No,325
Electronics,399,286,71.45,208.68,197.55,3.0,Yes,395
Sports & Outdoors,433,355,92.02,229.25,246.91,4.6,No,414
Home & Kitchen,289,393,101.97,96.31,102.23,4.7,No,453
Electronics,431,45,10.21,287.59,308.91,3.2,Yes,139
Beauty & Personal Care,361,149,41.94,71.95,70.04,3.6,No,209
Electronics,46,490,126.65,540.47,573.54,4.7,No,559
Sports & Outdoors,87,474,116.67,49.42,53.05,4.5,No,516
Grocery,196,201,49.45,11.53,11.33,3.5,No,248
Home & Kitchen,469,425,102.49,33.1,29.81,3.7,No,472
Sports & Outdoors,290,353,87.0,70.94,75.73,3.1,No,382
Electronics,588,262,68.0,982.51,1068.53,4.3,No,368
Beauty & Personal Care,380,257,63.52,23.95,24.9,4.3,No,303
Grocery,99,346,87.03,14.98,15.0,3.9,No,393
Sports & Outdoors,523,134,34.19,98.21,97.51,3.3,No,181
Fashion,274,332,86.63,121.23,115.74,3.3,No,356
Beauty & Personal Care,221,467,120.56,62.83,65.83,3.6,No,504
Beauty & Personal Care,553,162,35.84,63.51,67.5,4.5,No,219
Sports & Outdoors,354,397,93.88,78.62,71.13,3.5,No,424
Sports & Outdoors,150,49,12.58,183.56,178.74,4.0,No,84
Beauty & Personal Care,440,253,65.36,17.26,18.93,4.6,No,337
Home & Kitchen,419,33,8.34,46.28,46.47,3.0,No,63
Grocery,351,197,51.85,12.57,11.32,4.7,No,274
Sports & Outdoors,349,160,33.93,230.23,249.72,4.2,Yes,279
Electronics,306,124,31.13,447.07,433.68,4.4,No,168
Electronics,141,371,90.13,270.04,275.52,3.0,No,399
Grocery,231,418,105.64,23.49,23.55,3.5,Yes,543
Home & Kitchen,330,462,112.0,11.3,10.94,5.0,No,499
Electronics,590,480,120.78,465.56,446.48,4.8,No,534
Grocery,220,383,92.56,8.85,8.99,3.4,Yes,506
Sports & Outdoors,97,490,119.52,112.96,120.62,3.8,No,522
Sports & Outdoors,381,24,8.01,146.24,134.92,4.9,No,75
Home & Kitchen,507,187,44.17,160.19,148.55,4.9,No,224
Sports & Outdoors,378,96,18.31,154.85,156.33,3.9,No,153
Fashion,8,26,2.57,67.21,68.16,4.7,No,84
Home & Kitchen,517,293,74.26,46.4,44.24,4.6,No,336
Sports & Outdoors,247,380,95.83,32.52,34.68,4.2,Yes,518
Electronics,452,193,52.63,720.93,704.5,4.7,Yes,289
Grocery,549,371,93.07,17.69,15.99,3.6,No,428
Grocery,36,49,11.44,8.21,8.69,4.6,No,104
Home & Kitchen,84,324,77.62,152.8,161.51,3.0,No,361
Beauty & Personal Care,176,60,15.79,60.04,65.57,3.7,No,112
Home & Kitchen,553,344,85.41,133.49,143.64,3.4,No,355
Home & Kitchen,119,120,35.78,176.04,184.82,3.8,No,181
Grocery,127,417,107.17,4.61,4.85,3.4,No,465
Sports & Outdoors,25,50,13.27,131.57,124.89,2.7,No,105
Sports & Outdoors,5,89,21.63,19.18,20.14,3.5,No,136
Fashion,518,264,65.0,121.37,110.07,3.3,Yes,401
Fashion,34,363,88.59,112.74,109.43,3.5,No,388
Fashion,344,417,103.11,97.41,98.87,3.1,No,465
Home & Kitchen,557,367,92.17,110.73,111.19,3.5,No,415
Electronics,479,365,94.53,904.31,962.93,3.4,No,416
Fashion,280,39,12.7,84.58,85.18,3.7,No,98
Beauty & Personal Care,141,325,79.77,37.12,37.08,3.6,No,376
Fashion,297,377,92.98,49.06,47.99,3.6,Yes,493
Grocery,547,80,19.45,22.86,21.92,2.6,No,122
Fashion,428,170,43.25,108.65,106.25,4.5,Yes,307
Home & Kitchen,401,23,5.11,145.41,133.8,4.0,No,38
Electronics,92,202,50.31,1061.22,974.88,4.0,No,224
Beauty & Personal Care,225,53,12.03,29.51,26.62,4.5,No,130
Electronics,525,66,15.88,170.42,159.25,4.9,No,134
Home & Kitchen,456,350,85.27,51.08,49.14,3.8,No,404
Fashion,133,170,44.03,38.11,39.11,4.7,No,223
Fashion,399,467,115.79,20.35,19.42,3.5,No,474
Beauty & Personal Care,184,378,97.89,53.51,49.93,4.1,No,416
Home & Kitchen,66,155,43.25,136.03,149.11,4.5,No,227
Sports & Outdoors,257,267,68.22,60.86,55.19,3.9,No,319
Fashion,548,427,101.23,57.09,54.91,5.0,Yes,519
Sports & Outdoors,558,443,111.77,64.23,58.3,3.8,No,491
Fashion,593,234,58.51,78.7,77.9,4.2,No,262
Fashion,225,348,89.86,133.52,144.24,4.8,No,424
Beauty & Personal Care,13,438,109.78,33.39,32.26,3.6,No,476
Sports & Outdoors,357,134,33.31,191.74,186.38,3.3,No,156
Grocery,437,261,73.23,9.17,8.35,4.1,Yes,388
Electronics,578,362,95.86,1134.01,1223.39,3.6,Yes,517
Beauty & Personal Care,427,331,78.45,9.4,9.41,3.7,No,373
Home & Kitchen,26,403,96.12,146.98,155.28,4.6,No,467
Fashion,244,357,94.11,135.21,121.77,4.1,Yes,453
Home & Kitchen,114,319,83.23,28.91,27.2,3.5,Yes,421
Beauty & Personal Care,104,402,99.43,42.49,40.81,2.9,No,429
Electronics,333,420,112.15,467.74,511.4,4.1,No,492
Grocery,550,435,107.47,9.24,9.59,3.6,No,484
Electronics,453,112,26.31,709.26,670.15,4.3,No,173
Fashion,118,59,12.28,149.73,147.67,3.8,No,116
Home & Kitchen,87,70,17.93,138.74,127.72,4.2,No,123
Beauty & Personal Care,433,426,109.76,28.36,27.95,3.4,No,482
Home & Kitchen,100,183,44.61,175.55,160.4,2.9,No,209
Home & Kitchen,414,142,38.29,137.62,128.7,3.8,No,194
Grocery,365,379,96.7,1.63,1.51,4.0,No,417
Grocery,463,489,128.02,18.18,19.97,5.0,No,552
Home & Kitchen,344,160,37.48,98.08,100.98,3.7,Yes,274
Home & Kitchen,58,238,62.27,136.72,148.88,4.1,No,304
Sports & Outdoors,123,94,20.49,32.7,33.62,3.6,No,146
Sports & Outdoors,48,326,84.58,154.32,154.81,3.9,No,378
Fashion,474,303,72.05,103.77,96.39,4.5,No,363
Home & Kitchen,59,434,107.24,189.73,190.01,3.7,No,481
Sports & Outdoors,201,90,20.0,48.22,50.37,5.0,No,148
Home & Kitchen,274,311,77.36,156.17,169.07,5.0,No,385
Fashion,128,303,82.62,64.92,60.03,5.0,No,364
Home & Kitchen,140,53,7.55,156.78,156.19,4.1,No,87
Beauty & Personal Care,576,115,28.03,62.98,65.63,4.2,Yes,252
Sports & Outdoors,231,138,30.12,44.19,48.11,4.8,No,188
Home & Kitchen,403,199,48.57,121.84,115.94,4.7,No,264
Home & Kitchen,335,400,102.0,106.57,100.25,3.4,No,446
Electronics,538,182,41.34,302.32,323.98,3.0,No,207
Fashion,492,459,115.35,89.38,97.6,4.7,No,519
Electronics,286,136,35.27,441.26,459.82,3.8,No,194
Fashion,105,387,96.47,48.13,49.62,3.8,No,423
Grocery,211,294,72.84,3.2,3.52,4.3,No,361
Fashion,87,38,13.09,42.01,41.75,5.0,No,106
Fashion,275,170,43.66,85.42,79.64,3.3,No,200
Fashion,331,307,78.84,149.86,152.31,3.5,No,341
Sports & Outdoors,387,301,72.3,28.75,28.67,4.7,No,361
Grocery,476,207,51.45,9.4,9.08,4.8,No,268
Grocery,351,148,37.11,12.07,12.59,2.9,Yes,266
Beauty & Personal Care,252,446,108.35,57.41,59.49,4.0,No,471
Electronics,125,230,56.28,766.05,722.61,2.9,No,228
Sports & Outdoors,560,242,63.67,65.68,70.49,4.3,No,302
Beauty & Personal Care,568,460,114.44,70.47,70.54,4.2,No,510
Grocery,209,135,33.0,8.31,7.99,3.9,Yes,240
Grocery,75,342,82.41,12.62,12.78,2.9,No,369
Grocery,401,213,52.81,2.83,2.92,3.6,No,254
Beauty & Personal Care,187,385,97.05,59.97,56.04,3.5,Yes,473
Beauty & Personal Care,411,82,21.04,75.21,72.98,3.1,No,116
Fashion,210,253,65.12,106.57,101.25,4.2,No,309
Fashion,545,318,77.11,27.76,29.09,4.4,No,380
Grocery,375,16,1.49,21.13,20.67,2.8,Yes,130
Grocery,381,36,9.0,5.75,5.39,4.2,Yes,157
Electronics,527,94,25.1,980.93,911.32,3.4,No,132
Home & Kitchen,410,139,32.24,145.38,159.13,3.8,Yes,301
Grocery,591,475,117.4,12.72,13.75,3.8,Yes,577
Fashion,436,179,42.11,97.46,103.1,4.4,No,244
Grocery,506,445,107.96,5.96,6.33,3.0,No,483
Grocery,369,357,92.19,9.1,8.71,4.2,Yes,473
Grocery,300,202,53.63,24.75,25.3,4.0,No,264
Fashion,216,87,23.88,82.44,90.03,4.0,No,145
Beauty & Personal Care,12,293,72.04,10.37,10.8,4.7,No,342
Beauty & Personal Care,274,107,24.51,44.08,45.48,3.9,Yes,219
Home & Kitchen,267,44,13.74,140.75,128.41,3.8,Yes,160
Sports & Outdoors,363,27,8.94,190.82,194.72,3.1,Yes,146
Fashion,598,17,4.35,84.88,81.88,3.8,No,87
Electronics,461,440,110.79,459.18,461.82,4.0,No,477
Electronics,218,285,69.14,1062.93,979.92,3.6,No,298
Sports & Outdoors,242,173,45.37,149.99,135.38,3.3,No,210
Beauty & Personal Care,91,287,72.71,18.98,19.48,4.1,Yes,411
Fashion,507,431,113.06,143.01,148.41,4.0,No,490
Beauty & Personal Care,133,284,67.76,49.19,52.17,3.3,No,310
Electronics,190,375,92.73,928.76,863.29,3.6,Yes,442
Fashion,35,75,16.6,43.49,44.0,4.6,No,149
Fashion,416,414,104.43,58.94,56.2,4.9,No,474
Fashion,591,158,40.33,136.07,144.05,3.1,No,198
Beauty & Personal Care,199,336,86.84,60.47,55.68,4.3,Yes,470
Electronics,277,209,55.88,906.26,935.17,4.5,No,276
Electronics,364,206,53.36,1041.88,982.06,3.4,No,241
Grocery,581,494,119.48,24.56,26.34,2.9,Yes,592
Electronics,130,377,90.94,1133.92,1212.67,4.2,No,436
Home & Kitchen,439,416,106.17,190.86,199.95,4.5,No,455
Beauty & Personal Care,423,459,113.02,58.15,53.64,1.6,Yes,530
Grocery,46,308,74.89,8.9,8.18,4.3,Yes,411
Grocery,448,357,89.0,4.4,4.72,3.8,No,399
Grocery,208,152,39.73,16.0,16.95,3.1,No,187
Home & Kitchen,392,157,39.41,165.32,172.8,4.7,Yes,292
Beauty & Personal Care,320,311,80.38,47.15,48.8,4.3,No,372
Fashion,302,459,116.59,47.5,51.3,4.1,No,502
Home & Kitchen,213,235,55.85,36.34,37.19,3.8,No,294
Beauty & Personal Care,576,352,87.76,9.38,9.67,3.5,No,420
Electronics,278,103,22.29,740.71,686.38,4.2,Yes,217
Home & Kitchen,263,129,37.67,124.65,113.59,4.6,No,216
Sports & Outdoors,94,334,76.7,140.56,146.28,4.8,No,389
Fashion,253,158,43.26,57.24,56.07,4.3,Yes,290
Electronics,73,475,118.86,310.2,326.25,3.4,No,531
Grocery,295,299,76.19,18.75,17.27,3.7,Yes,412
Fashion,60,434,106.87,105.35,114.11,3.5,Yes,545
Fashion,407,36,9.19,105.54,108.64,4.4,Yes,159
Electronics,78,301,73.29,508.76,474.22,4.2,No,338
Home & Kitchen,385,128,35.66,51.33,53.51,3.7,No,186
Beauty & Personal Care,284,332,85.65,55.58,50.17,4.3,Yes,459
Beauty & Personal Care,135,477,116.08,60.63,56.72,3.3,No,484
Fashion,196,399,97.28,96.15,87.51,3.7,No,432
Beauty & Personal Care,332,406,103.34,70.28,74.2,4.7,Yes,531
Grocery,541,179,48.14,14.3,13.82,2.0,Yes,277
Beauty & Personal Care,143,150,29.91,73.49,76.54,3.9,No,199
Home & Kitchen,83,141,38.85,53.67,49.43,3.0,Yes,262
Sports & Outdoors,314,15,3.35,246.25,235.99,3.2,No,53
Electronics,153,129,36.03,339.02,318.63,2.9,No,167
Fashion,152,223,55.36,86.04,83.55,4.1,No,274
Home & Kitchen,109,173,47.0,51.13,52.5,2.7,Yes,264
Sports & Outdoors,328,295,74.04,98.36,106.59,4.2,No,370
Grocery,440,376,99.36,4.36,4.16,3.3,No,439
Grocery,166,233,62.08,7.12,7.59,3.4,No,293
Fashion,591,50,16.45,65.14,66.52,3.3,No,120
Home & Kitchen,343,414,103.8,189.45,170.61,3.5,Yes,529
Electronics,475,266,64.0,487.86,469.16,4.5,No,336
Home & Kitchen,106,128,35.44,87.19,85.27,2.0,No,151
Beauty & Personal Care,580,265,67.81,38.27,39.55,4.2,Yes,377
Grocery,294,146,36.4,21.99,23.52,3.7,No,205
Sports & Outdoors,105,251,65.22,46.35,50.22,4.0,No,304
Home & Kitchen,313,385,93.2,123.46,128.23,3.3,No,420
Home & Kitchen,181,287,72.08,117.83,127.79,3.1,No,351
Grocery,150,401,97.86,21.78,20.39,4.8,Yes,536
Home & Kitchen,444,229,47.79,55.35,54.77,4.2,No,260
Grocery,533,370,90.15,20.22,20.57,4.4,Yes,484
Grocery,113,143,36.64,19.13,18.91,4.0,Yes,264
Grocery,205,181,45.59,8.1,8.45,4.6,No,250
Beauty & Personal Care,370,225,63.51,36.19,35.08,3.8,No,280
Sports & Outdoors,404,246,63.73,171.19,173.29,4.1,No,313
Electronics,440,120,30.77,884.2,970.05,4.3,Yes,290
Beauty & Personal Care,123,385,92.31,72.05,73.97,3.2,Yes,492
Beauty & Personal Care,327,296,73.37,15.04,15.42,3.7,No,354
Sports & Outdoors,315,181,44.64,129.56,131.29,4.0,No,212
Beauty & Personal Care,152,107,32.02,55.74,54.43,3.5,No,165
Home & Kitchen,457,456,112.54,125.07,123.54,2.2,No,453
Electronics,573,418,104.51,1159.36,1149.73,1.8,No,428
Electronics,179,419,103.35,743.71,787.92,4.3,No,484
Electronics,263,149,38.54,885.84,871.28,4.9,No,226
Electronics,451,58,14.92,208.07,211.89,4.0,No,117
Electronics,61,411,107.55,817.17,852.16,4.3,No,487
Home & Kitchen,384,38,11.32,135.13,134.81,4.4,No,91
Grocery,561,469,113.17,8.18,8.87,4.2,No,512
Home & Kitchen,333,400,102.83,184.87,183.27,3.6,No,445
Home & Kitchen,365,364,89.86,88.75,87.8,4.5,No,406
Home & Kitchen,107,487,121.22,40.76,39.36,3.6,No,529
Fashion,17,62,10.65,131.37,133.91,3.5,No,110
Home & Kitchen,495,98,25.7,116.17,113.5,3.1,No,137
Grocery,176,454,113.38,18.25,18.65,5.0,No,514
Sports & Outdoors,467,191,47.59,211.74,191.21,3.8,No,232
Home & Kitchen,71,145,39.61,26.59,26.15,3.7,No,205
Fashion,171,169,41.03,101.45,109.96,2.6,Yes,274
Grocery,348,359,85.79,15.64,16.5,3.2,No,400
Electronics,512,239,60.5,714.47,681.35,3.7,No,270
Beauty & Personal Care,467,346,82.14,28.11,27.93,3.2,No,355
Beauty & Personal Care,217,481,121.31,24.17,22.01,4.3,No,544
Electronics,532,495,117.42,928.85,998.86,3.7,No,553
Beauty & Personal Care,276,166,45.68,24.59,23.43,4.4,Yes,283
Home & Kitchen,542,223,58.96,126.14,114.04,3.8,No,262
Grocery,161,42,11.07,8.05,8.18,2.4,No,106
Home & Kitchen,297,257,61.91,186.01,169.4,2.0,Yes,350
Home & Kitchen,567,491,120.15,95.57,101.65,2.9,No,514
